,id,time,ego_x,ego_y,ego_theta,npc_x,npc_y,npc_theta,throttle,brake,steering,ego_lane,ego_offset,npc_lane,npc_offset
361,5,1695364922.326236,592589.2387084961,4134180.7835998535,2.2754906253779303,592591.8034057617,4134173.9484558105,2.2138075000978574,15.700000000000001,0.0,-0.20369741636493813,138,-0.31201594965069984,137,0.44827382839350516
362,5,1695364922.4968655,592588.1730804443,4134182.0352783203,2.2738877837293883,592591.4450836182,4134174.421020508,2.213968355026452,16.192911932552402,0.0,0.2639027973567252,138,-0.2088915386036091,137,0.5424586323166439
363,5,1695364922.577326,592587.5336456299,4134182.788757324,2.2739824313592987,592591.0901947021,4134174.889099121,2.2141276120584052,17.8243388821025,0.0,0.6046404136499917,138,-0.11675018720908442,137,0.6357693516791949
364,5,1695364922.6489618,592586.9646606445,4134183.4597473145,2.274782673040308,592590.7300262451,4134175.364135742,2.214288999619214,15.7,0.0,0.7823442560550258,138,-0.02464391612220702,137,0.730465743555855
365,5,1695364922.7273943,592586.3947906494,4134184.1315307617,2.2760747461243476,592590.3692474365,4134175.8399658203,2.2144514524444503,15.699999999999998,0.0,0.7873137225649383,138,0.14605978424837832,137,0.8253141501387043
366,5,1695364922.8852518,592585.3227081299,4134185.391784668,2.279010060426452,592589.9948577881,4134176.3337402344,2.2146192315918256,13.955555555555556,1.6111111111111112,0.6366241457390113,138,0.2466379496320714,137,0.9237378256767339
367,5,1695364922.9643297,592584.6770324707,4134186.147705078,2.2806194024214754,592589.6298217773,4134176.8151550293,2.2147832823137037,8.563636363636364,7.460479459333201,0.5188927677659124,138,0.33451412028848215,137,1.019682492159986
368,5,1695364923.0436375,592584.1021575928,4134186.81842041,2.281852336706308,592589.2636871338,4134177.298095703,2.2149478656677957,6.279999999999999,9.885331070394878,0.38130702087622664,138,0.4211244765106207,137,1.1159721150918982
369,5,1695364923.1243565,592583.5274658203,4134187.4872131348,2.282860211163543,592588.9182434082,4134177.7536621094,2.2151028616420376,5.887499999999999,9.900607231783233,0.35503997531099285,138,,137,1.20676289836339
370,6,1695365134.6189568,592625.6582870483,4134141.0026245117,2.365123579038002,592617.1538925171,4134142.9662475586,2.3790374696974936,25.859103058928472,0.0,-3.3149000287683386,137,0.011672975419488895,136,-0.4829482344495885
371,6,1695365134.7882965,592625.4105072021,4134141.2467041016,2.3623245008745757,592616.8709259033,4134143.2158203125,2.3790374696974936,52.438868012448346,0.0,-3.2371446235036627,137,0.017002260215313654,136,-0.49795303164991117
372,6,1695365134.857843,592625.2635726929,4134141.3920898438,2.3607097751653665,592616.6144104004,4134143.4420776367,2.3790374696974936,42.383803496094956,0.0,-3.1454787045695713,137,0.020630149645713282,136,-0.511542889949852
373,6,1695365134.9559202,592625.0862197876,4134141.5681762695,2.3588269069854784,592616.3395004272,4134143.6845092773,2.3790374696974936,20.80292857402266,0.0,-2.9888081986812454,137,0.02544492312828233,136,-0.5261434188929227
374,6,1695365135.0280037,592624.9259643555,4134141.7278137207,2.3572129800088097,592616.0683898926,4134143.9236450195,2.3790374696974936,38.21520804622233,0.0,-2.8811162548548515,137,0.03017784253828797,136,-0.5405037304657422
375,6,1695365135.1749244,592624.6143951416,4134142.0396118164,2.354189784433374,592615.7970123291,4134144.162963867,2.3790374696974936,38.72370331942143,0.0,-2.779143513786388,137,0.040409601608714,136,-0.554916772680812
376,6,1695365135.2560868,592624.4138946533,4134142.2412109375,2.3522986503712264,592615.5222091675,4134144.4053649902,2.3790374696974936,36.3534167804847,0.0,-2.6968018287372635,137,0.0476829206279197,136,-0.5694645709816325
377,6,1695365135.3360782,592624.2499694824,4134142.406555176,2.350785782552288,592615.2540588379,4134144.641845703,2.3790374696974936,35.334943360562654,0.0,-2.619060943052493,137,0.054006147733442984,136,-0.5837018443892014
378,6,1695365135.5762405,592623.9120025635,4134142.7490234375,2.34780708948559,592614.9428939819,4134144.9574279785,2.3790374696974936,35.866416636915275,0.0,-2.502814303756955,137,0.06818151908558465,136,-0.5704518057837622
379,6,1695365135.6564512,592623.6872406006,4134142.9779663086,2.345910323885464,592614.6011047363,4134145.3063964844,2.3790374696974936,27.37407243407347,0.0,-2.4083472932391548,137,0.07846589863123,136,-0.5542166269309337
380,6,1695365135.7360647,592623.4837799072,4134143.1857910156,2.3442461390281446,592614.2693939209,4134145.6450805664,2.3790374696974936,28.513951147627257,0.0,-2.250051887863904,137,0.08819483982733796,136,-0.5384560238583573
