Unnamed: 0,id,time,egoX,egoY,heading,NPC1X,NPC1Y,NPC1Theta,NPC2X,NPC2Y,NPC2Theta,throttle,brake,steering,egoLane,egoLaneOffset,NPC1Lane,NPC1LaneOffset,NPC2Lane,NPC2LaneOffset
3422,54,1697431835.7717094,592620.7844543457,4134145.910095215,2.3313526303145693,592611.918838501,4134149.645690918,2.3790377360136006,592619.3594055176,4134158.0482788086,2.378252636130327,15.80413741829265,0.0,-1.7984384523980594,137,0.19347671730228738,136,0.7306152726586628,139,0.007209203844553472
3423,54,1697431835.7717094,592620.7844543457,4134145.910095215,2.3313526303145693,592611.4792938232,4134150.1166992183,2.3790377360136006,592619.1255187988,4134158.2720336914,2.3783274709563784,26.96348970252396,0.0,-1.758479701206246,137,0.19347671730228738,136,0.7675677349555917,139,0.007291092150738977
3424,54,1697431836.0118315,592620.3268280029,4134146.3916625977,2.3284961856636945,592611.0561218262,4134150.5701904297,2.3790377360136006,592618.8578262329,4134158.528259277,2.3782547666591825,37.04226844355578,0.0,-1.7487277566907462,137,0.22557520718608104,136,0.803163847954639,139,0.007479131964942727
3425,54,1697431836.097983,592620.3268280029,4134146.3916625977,2.3284961856636945,592610.6114807129,4134151.0466308594,2.3790377360136006,592618.5648345947,4134158.808532715,2.378330134117448,56.79375574052828,0.0,-1.6089351098515714,137,0.22557520718608104,136,0.84052643746907,139,0.007561020271128232
3426,54,1697431836.1744456,592620.0617980957,4134146.671875,2.326927877848769,592610.1850128174,4134151.503601074,2.3790377360136006,592618.253112793,4134159.106781006,2.3782558319236102,63.92041753546918,0.0,-1.5812303752388757,137,0.24511786701059476,136,0.8763598383582435,139,0.00769143498097922
3427,54,1697431836.2645917,592619.7816543579,4134146.969024658,2.3253471913700867,592609.7351531982,4134151.985595703,2.3790377360136006,592617.9275588989,4134159.418182373,2.3783322646463034,42.30708049156279,0.0,-1.4973365484125252,137,0.2664671631509723,136,0.9141325550901764,139,0.007770290386935632
3428,54,1697431836.415242,592619.2539596558,4134147.5310058594,2.3225459811029907,592609.3066253662,4134152.4448242183,2.3790377360136006,592617.591873169,4134159.739379883,2.378256630871931,32.93836356803266,0.0,-1.4596892738238834,137,0.3083092110295459,136,0.9501798080284759,139,0.007928001198848456
3429,54,1697431836.499244,592618.8987808228,4134147.9109802246,2.320729893726358,592608.8748168945,4134152.9075012207,2.3790377360136006,592617.2488250732,4134160.067626953,2.378334661491266,17.109824573400914,0.0,-1.4108478071611457,137,0.3377152865979503,136,0.9864526309364016,139,0.00808874491099037
3430,54,1697431836.613501,592618.5414581299,4134148.294616699,2.318965336271837,592608.4039840698,4134153.4273376474,2.3790377360136006,592617.1874160767,4134160.126373291,2.378257696136359,15.987963852772603,0.0,-1.304205337131845,137,0.3682877827003833,136,1.0371004128177719,139,0.00810997521259402
3431,54,1697431836.6843069,592618.2210693359,4134148.639678955,2.3173999985332703,592607.8315124512,4134154.060546875,2.3790377360136006,592617.037033081,4134160.270263672,2.3783359930718007,21.22778145643038,0.0,-1.185601083545854,137,0.3964806639790086,136,1.099515916361324,139,0.008179731917863153
3432,54,1697431836.7787871,592617.899345398,4134148.987213135,2.315931000923504,592607.3009033203,4134154.64743042,2.3790377360136006,592616.8231887817,4134160.474853516,2.3783325309624104,57.2548281114362,0.0,-1.0787492784448218,137,0.42553885973901856,136,1.157352642469479,139,0.008258587323819564
3433,54,1697431836.8981254,592617.2872009277,4134149.651367188,2.3134478531889666,592606.7447814941,4134155.262512207,2.3790377360136006,592616.5643157959,4134160.72253418,2.378334395175159,41.75683373868783,0.0,-0.9724728197590682,137,0.4829244113254365,136,1.2179547978156475,139,0.008367771732066905
