,id,time,egoX,egoY,heading,NPC1X,NPC1Y,NPC1Theta,throttle,brake,steering
3416,69,1697441582.5625062,592513.2012634277,4134549.128479004,-2.329080364858818,592490.0553741455,4134518.839782715,0.8085261133049926,56.94245650836191,0.0,1.290796655355
3417,69,1697441582.7230508,592512.7272644043,4134548.627624512,-2.326990763216889,592490.7092132568,4134519.524581909,0.8085261133049926,43.941279553736464,0.0,1.3708769098244045
3418,69,1697441582.8151567,592512.490020752,4134548.376113892,-2.325829071987981,592491.3751678467,4134520.222076416,0.8085261133049926,20.9526031640739,0.0,1.3702932677634945
3419,69,1697441582.88724,592512.14453125,4134548.008911133,-2.3241979483880524,592492.0411834717,4134520.919647217,0.8085261133049926,18.42910284098401,0.0,1.6232525230212496
3420,69,1697441583.0507312,592511.5877990723,4134547.4145355225,-2.321162313658822,592492.7249145508,4134521.635742188,0.8085261133049926,22.491167692696035,0.0,1.8051836699091235
3421,69,1697441583.1243231,592511.4133911133,4134547.2276306152,-2.320067691569866,592493.3847045898,4134522.326751709,0.8085261133049926,65.31682906514105,0.0,1.849903148840554
3422,69,1697441583.2054682,592511.2342529297,4134547.035232544,-2.318890530463406,592494.0628356934,4134523.037033081,0.8085261133049926,69.23559933055166,0.0,1.7364242016421336
3423,69,1697441583.2844117,592510.9338684082,4134546.711669922,-2.3169176460842618,592494.7122344971,4134523.7171783447,0.8085261133049926,21.34713477738176,0.0,1.738602421915378
3424,69,1697441583.451761,592510.2992858887,4134546.024139404,-2.3129528962261263,592495.4067687988,4134524.444610596,0.8085261133049926,61.19505997931056,0.0,1.929140752413424
3425,69,1697441583.5554533,592509.9656982422,4134545.66065979,-2.3106176839948773,592495.9476928711,4134525.011154175,0.8085261133049926,18.75360416953105,0.0,2.35434443376967
3426,69,1697441583.6031427,592509.6287536621,4134545.2918396,-2.3080256122149443,592496.5487670898,4134525.640701294,0.8085261133049926,15.699999999999998,0.0,3.038230676078685
3427,69,1697441583.6827826,592509.2912597656,4134544.920608521,-2.30488260696489,592497.1377868652,4134526.257644653,0.8085261133049926,4.709999999999999,10.15,3.9844546296903687
3428,69,1697441583.7751017,592508.9966125488,4134544.594650269,-2.301446150811474,592497.734664917,4134526.882766724,0.8085261133049926,1.5699999999999998,13.05,4.798446848830396
